receiver_email,receiver_user_id,subject,template_name,related_entity,related_id,sent_at,error_message,success,created_at
concretusdesarrollos.ventas@gmail.com,6886adbc-deaf-4cdf-8204-6f552c628891,Bienvenida Concretus Desarrollos a Altiora Estates,welcome_agency,welcome,,2026-01-18 16:44:58.271303-06:00,,True,2026-01-18 16:44:58.271303-06:00
soleilpropiedades.ventas@gmail.com,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,Bienvenida Soleil Propiedades a Altiora Estates,welcome_agency,welcome,,2026-01-17 16:44:58.271305-06:00,,True,2026-01-17 16:44:58.271305-06:00
grupoaltamira.ventas@gmail.com,f45525cf-17b3-4d3c-87a5-d103d781cf92,Bienvenida Grupo Altamira a Altiora Estates,welcome_agency,welcome,,,SMTP connection timeout,False,2025-05-17 16:44:58.271307-06:00
crhomes.ventas@gmail.com,96efd4d2-e8c2-40a3-89fa-7e6eda53c9e2,Bienvenida CR Homes a Altiora Estates,welcome_agency,welcome,,2025-07-21 16:44:58.271309-06:00,,True,2025-07-21 16:44:58.271309-06:00
pacíficorealty.ventas@gmail.com,c522fc00-ebb4-439d-ab2b-c14b958d145b,Bienvenida Pacífico Realty a Altiora Estates,welcome_agency,welcome,,2025-12-17 16:44:58.271311-06:00,,True,2025-12-17 16:44:58.271311-06:00
valleverdepropiedades.ventas@gmail.com,4805f37f-95d5-45fb-b201-99e2a734bd9e,Bienvenida Valle Verde Propiedades a Altiora Estates,welcome_agency,welcome,,2026-06-08 16:44:58.271313-06:00,,True,2026-06-08 16:44:58.271313-06:00
costaliving.ventas@gmail.com,4b03c34a-2ec7-42e8-a496-8763f64b8bda,Bienvenida CostaLiving a Altiora Estates,welcome_agency,welcome,,2025-06-02 16:44:58.271315-06:00,,True,2025-06-02 16:44:58.271315-06:00
concretusdesarrollos.ventas@gmail.com,6886adbc-deaf-4cdf-8204-6f552c628891,La publicacón de venta - Apartamento moderno con balcón en Sabana Norte - ha sido aprobada,agency_post_approve,property,1b48ab82-2421-4e74-84bc-14a32c7cb862,2025-10-23 16:44:58.261563-06:00,,True,2025-10-23 16:44:58.261563-06:00
terrahogar.ventas@gmail.com,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,"La publicacón de venta - Apartamento ejecutivo en Sámara, piso 17 - ha sido aprobada",agency_post_approve,property,0c9bb8f3-5e02-48b3-bbeb-51c4dda08da0,2026-03-06 16:44:58.261670-06:00,,True,2026-03-06 16:44:58.261670-06:00
soleilpropiedades.ventas@gmail.com,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,"La publicacón de venta - Residencia de lujo en San José, San José - ha sido aprobada",agency_post_approve,property,0e364f98-6298-4d06-852f-9d5bac524a44,2026-06-25 16:44:58.261747-06:00,,True,2026-06-25 16:44:58.261747-06:00
concretusdesarrollos.ventas@gmail.com,6886adbc-deaf-4cdf-8204-6f552c628891,La publicacón de venta - Apto de 4 habitaciones en San José - ha sido aprobada,agency_post_approve,property,e3a4a6ed-b51c-4311-ac58-d0240e6b94e5,2025-06-25 16:44:58.261822-06:00,,True,2025-06-25 16:44:58.261822-06:00
grupoaltamira.ventas@gmail.com,f45525cf-17b3-4d3c-87a5-d103d781cf92,"La publicacón de venta - Unidad en Condominio Privado, Limón - ha sido aprobada",agency_post_approve,property,3b3b990a-a004-477c-8e84-3c47ef47c7a9,2026-06-22 16:44:58.261900-06:00,,True,2026-06-22 16:44:58.261900-06:00
pacíficorealty.ventas@gmail.com,c522fc00-ebb4-439d-ab2b-c14b958d145b,La publicacón de venta - Condo de 2 habitaciones en Tres Ríos - ha sido aprobada,agency_post_approve,property,102a8a89-ef5d-4657-bff6-84c3dbe59e54,2026-02-13 16:44:58.261964-06:00,,True,2026-02-13 16:44:58.261964-06:00
soleilpropiedades.ventas@gmail.com,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,"La publicacón de venta - Lote plano en urbanización, Liberia Centro - ha sido aprobada",agency_post_approve,property,bd186db5-777c-423f-a175-88ef04b6040f,2025-10-19 16:44:58.262029-06:00,,True,2025-10-19 16:44:58.262029-06:00
costaliving.ventas@gmail.com,4b03c34a-2ec7-42e8-a496-8763f64b8bda,"La publicacón de venta - Hermosa casa en condominio privado, Alajuela Centro - ha sido aprobada",agency_post_approve,property,96fdc65f-3100-4160-beb0-42eda765e494,2025-07-23 16:44:58.262093-06:00,,True,2025-07-23 16:44:58.262093-06:00
crhomes.ventas@gmail.com,96efd4d2-e8c2-40a3-89fa-7e6eda53c9e2,La publicacón de venta - Penthouse en Alajuela con vista panorámica - ha sido aprobada,agency_post_approve,property,8a4c9e8d-b8f2-4726-b737-9d3d087fa374,2025-12-29 16:44:58.262160-06:00,,True,2025-12-29 16:44:58.262160-06:00
crhomes.ventas@gmail.com,96efd4d2-e8c2-40a3-89fa-7e6eda53c9e2,"La publicacón de venta - Apartamento ejecutivo en Puerto Limón, piso 23 - ha sido aprobada",agency_post_approve,property,39c82d46-d7da-4ee3-bcf3-25948eefd1fd,2026-02-06 16:44:58.262229-06:00,,True,2026-02-06 16:44:58.262229-06:00
valleverdepropiedades.ventas@gmail.com,4805f37f-95d5-45fb-b201-99e2a734bd9e,La publicacón de venta - Casa familiar con piscina en Flamingo - ha sido aprobada,agency_post_approve,property,11d438e2-3e45-4dd2-b582-076d4a7a383f,2025-09-11 16:44:58.262298-06:00,,True,2025-09-11 16:44:58.262298-06:00
terrahogar.ventas@gmail.com,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,"La publicacón de venta - Condominio con amenidades completas, Cartago Centro - ha sido aprobada",agency_post_approve,property,37971e86-e355-4da1-9f0c-a532f099a9b3,2026-05-15 16:44:58.262362-06:00,,True,2026-05-15 16:44:58.262362-06:00
costaliving.ventas@gmail.com,4b03c34a-2ec7-42e8-a496-8763f64b8bda,La publicacón de venta - Apto de 2 habitaciones en Alajuela - ha sido aprobada,agency_post_approve,property,32c2f966-aff3-4db8-a106-b0285999969c,2025-12-29 16:44:58.262423-06:00,,True,2025-12-29 16:44:58.262423-06:00
crhomes.ventas@gmail.com,96efd4d2-e8c2-40a3-89fa-7e6eda53c9e2,La publicacón de venta - Penthouse en Nicoya con vista panorámica - ha sido aprobada,agency_post_approve,property,d63f5ba7-58aa-44bf-8b36-32fa698003a5,2025-04-28 16:44:58.262497-06:00,,True,2025-04-28 16:44:58.262497-06:00
concretusdesarrollos.ventas@gmail.com,6886adbc-deaf-4cdf-8204-6f552c628891,"La publicacón de venta - Apartamento ejecutivo en Liberia Centro, piso 26 - ha sido aprobada",agency_post_approve,property,52ec809a-95dd-4513-ae87-58a246a38578,2026-06-06 16:44:58.262544-06:00,,True,2026-06-06 16:44:58.262544-06:00
costaliving.ventas@gmail.com,4b03c34a-2ec7-42e8-a496-8763f64b8bda,"La publicacón de venta - Local comercial en Escazú, alto tráfico - ha sido aprobada",agency_post_approve,property,2f2c02ed-374f-4bee-8493-d5dfd08770fa,2025-07-24 16:44:58.262611-06:00,,True,2025-07-24 16:44:58.262611-06:00
soleilpropiedades.ventas@gmail.com,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,"La publicacón de venta - Unidad en Condominio Privado, Heredia - ha sido aprobada",agency_post_approve,property,ca85f6bc-1620-4d62-a97f-a16ed03c6c75,2026-01-28 16:44:58.262675-06:00,,True,2026-01-28 16:44:58.262675-06:00
costaliving.ventas@gmail.com,4b03c34a-2ec7-42e8-a496-8763f64b8bda,La publicacón de venta - Apto de 5 habitaciones en San José - ha sido aprobada,agency_post_approve,property,0f2b5afe-0442-412c-a2c3-bdd2fb3b4c11,2026-04-09 16:44:58.262726-06:00,,True,2026-04-09 16:44:58.262726-06:00
crhomes.ventas@gmail.com,96efd4d2-e8c2-40a3-89fa-7e6eda53c9e2,"La publicacón de venta - Residencia de lujo en Puntarenas, Puntarenas - ha sido aprobada",agency_post_approve,property,f7f99716-0098-47d4-a8cf-4b8e4894998e,2026-03-06 16:44:58.262773-06:00,,True,2026-03-06 16:44:58.262773-06:00
concretusdesarrollos.ventas@gmail.com,6886adbc-deaf-4cdf-8204-6f552c628891,"La publicacón de venta - Apartamento en edificio con amenidades, Puerto Jiménez - ha sido aprobada",agency_post_approve,property,c3ffbd00-1a13-4781-a251-d971d9b7c8a2,2025-09-20 16:44:58.262826-06:00,,True,2025-09-20 16:44:58.262826-06:00
grupoaltamira.ventas@gmail.com,f45525cf-17b3-4d3c-87a5-d103d781cf92,La publicacón de venta - Casa moderna en Nosara con vista a la montaña - ha sido aprobada,agency_post_approve,property,5f269cab-ca05-4f83-a92b-e5c31cd5c296,2025-09-03 16:44:58.262884-06:00,,True,2025-09-03 16:44:58.262884-06:00
costaliving.ventas@gmail.com,4b03c34a-2ec7-42e8-a496-8763f64b8bda,La publicacón de venta - Apartamento moderno con balcón en Barva Centro - ha sido aprobada,agency_post_approve,property,6be7a404-a089-49bc-9ee7-f92c3b5fa4c1,2025-10-27 16:44:58.262945-06:00,,True,2025-10-27 16:44:58.262945-06:00
soleilpropiedades.ventas@gmail.com,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,La publicacón de venta - Apartamento moderno con balcón en Ciudad Quesada - ha sido aprobada,agency_post_approve,property,7c257265-6fa9-4625-9c67-d863dcb49b01,2026-02-19 16:44:58.262996-06:00,,True,2026-02-19 16:44:58.262996-06:00
costaliving.ventas@gmail.com,4b03c34a-2ec7-42e8-a496-8763f64b8bda,"La publicacón de venta - Apartamento en edificio con amenidades, Desamparados Centro - ha sido aprobada",agency_post_approve,property,1ef4fa68-1e0a-426b-9687-6d910625c891,2025-05-27 16:44:58.263051-06:00,,True,2025-05-27 16:44:58.263051-06:00
valleverdepropiedades.ventas@gmail.com,4805f37f-95d5-45fb-b201-99e2a734bd9e,La publicacón de venta - Penthouse en Carrillo con vista panorámica - ha sido aprobada,agency_post_approve,property,4573618a-e452-4431-800b-4d702f97b04a,2025-11-27 16:44:58.263120-06:00,,True,2025-11-27 16:44:58.263120-06:00
concretusdesarrollos.ventas@gmail.com,6886adbc-deaf-4cdf-8204-6f552c628891,"La publicacón de venta - Casa de 2 habitaciones en Talamanca, Limón - ha sido aprobada",agency_post_approve,property,99eb6929-b15c-47be-9501-5684cdcbe175,2026-04-07 16:44:58.263181-06:00,,True,2026-04-07 16:44:58.263181-06:00
pacíficorealty.ventas@gmail.com,c522fc00-ebb4-439d-ab2b-c14b958d145b,La publicacón de venta - Condominio Bosques del Río — Unidad A-122 - ha sido aprobada,agency_post_approve,property,98e63a0e-5d2c-474c-abed-c583a512415a,2025-12-29 16:44:58.263244-06:00,,True,2025-12-29 16:44:58.263244-06:00
terrahogar.ventas@gmail.com,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,La publicacón de venta - Condominio Torres del Sol — Unidad C-121 - ha sido aprobada,agency_post_approve,property,5598d9c4-a7f2-4c0d-977f-26d76b600eba,2026-04-03 16:44:58.263314-06:00,,True,2026-04-03 16:44:58.263314-06:00
terrahogar.ventas@gmail.com,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,"La publicacón de venta - Condominio con amenidades completas, Ulloa - ha sido aprobada",agency_post_approve,property,ef1eaafa-f3bd-4314-8756-1f50f601a769,2025-12-15 16:44:58.263364-06:00,,True,2025-12-15 16:44:58.263364-06:00
terrahogar.ventas@gmail.com,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,La publicacón de venta - Condo de 4 habitaciones en Puntarenas Centro - ha sido aprobada,agency_post_approve,property,a141768f-783f-4ec8-8790-4ac7e53f625b,2025-07-10 16:44:58.263424-06:00,,True,2025-07-10 16:44:58.263424-06:00
grupoaltamira.ventas@gmail.com,f45525cf-17b3-4d3c-87a5-d103d781cf92,"La publicacón de venta - Terreno comercial en zona de alto crecimiento, Talamanca - ha sido aprobada",agency_post_approve,property,d505ac1f-ab19-4d2b-9e9a-b6aa972e1cfd,2025-08-11 16:44:58.263481-06:00,,True,2025-08-11 16:44:58.263481-06:00
pacíficorealty.ventas@gmail.com,c522fc00-ebb4-439d-ab2b-c14b958d145b,La publicacón de venta - Casa de campo con jardín en La Unión - ha sido aprobada,agency_post_approve,property,58bc52ce-df89-49a1-895d-27e868eae4ba,2025-11-28 16:44:58.263534-06:00,,True,2025-11-28 16:44:58.263534-06:00
crhomes.ventas@gmail.com,96efd4d2-e8c2-40a3-89fa-7e6eda53c9e2,La publicacón de venta - Condominio Torres del Sol — Unidad C-214 - ha sido aprobada,agency_post_approve,property,a24bdc5b-dd81-4273-9b88-9cc96bff8961,2025-10-31 16:44:58.263610-06:00,,True,2025-10-31 16:44:58.263610-06:00
concretusdesarrollos.ventas@gmail.com,6886adbc-deaf-4cdf-8204-6f552c628891,La publicacón de venta - Condominio Vista Verde — Unidad B-350 - ha sido aprobada,agency_post_approve,property,c5c154f9-c130-4297-bde8-a54695d5d323,2025-06-08 16:44:58.263670-06:00,,True,2025-06-08 16:44:58.263670-06:00
soleilpropiedades.ventas@gmail.com,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,La publicacón de venta - Casa familiar con piscina en Tres Ríos - ha sido aprobada,agency_post_approve,property,286f56a5-55c4-4c73-b797-3ab1ef2c0705,2025-12-07 16:44:58.263716-06:00,,True,2025-12-07 16:44:58.263716-06:00
concretusdesarrollos.ventas@gmail.com,6886adbc-deaf-4cdf-8204-6f552c628891,"La publicacón de venta - Terreno comercial en zona de alto crecimiento, San José - ha sido aprobada",agency_post_approve,property,9b55e2b5-b217-4df6-ae8d-b1a0fbaff706,2025-07-21 16:44:58.263774-06:00,,True,2025-07-21 16:44:58.263774-06:00
concretusdesarrollos.ventas@gmail.com,6886adbc-deaf-4cdf-8204-6f552c628891,"La publicacón de venta - Apartamento ejecutivo en Manuel Antonio, piso 11 - ha sido aprobada",agency_post_approve,property,52535007-5a1a-4748-b466-2d89e5ef53ca,2026-05-22 16:44:58.263828-06:00,,True,2026-05-22 16:44:58.263828-06:00
soleilpropiedades.ventas@gmail.com,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,La publicacón de venta - Casa familiar con piscina en Puerto Jiménez - ha sido aprobada,agency_post_approve,property,a054370c-5142-49c3-8c60-6339cf96bf86,2026-05-25 16:44:58.263875-06:00,,True,2026-05-25 16:44:58.263875-06:00
grupoaltamira.ventas@gmail.com,f45525cf-17b3-4d3c-87a5-d103d781cf92,"La publicacón de venta - Hermosa casa en condominio privado, Paraíso Centro - ha sido aprobada",agency_post_approve,property,4f0a7da9-af03-4b02-ba95-05df6e0e11be,2026-04-04 16:44:58.263941-06:00,,True,2026-04-04 16:44:58.263941-06:00
valleverdepropiedades.ventas@gmail.com,4805f37f-95d5-45fb-b201-99e2a734bd9e,La publicacón de venta - Casa moderna en Santo Domingo Centro con vista a la montaña - ha sido aprobada,agency_post_approve,property,eb52410a-4a52-4db9-b735-35b3d9bbfb15,2026-04-11 16:44:58.263988-06:00,,True,2026-04-11 16:44:58.263988-06:00
concretusdesarrollos.ventas@gmail.com,6886adbc-deaf-4cdf-8204-6f552c628891,La publicacón de venta - Casa moderna en Sabana Norte con vista a la montaña - ha sido aprobada,agency_post_approve,property,e8a79c8d-be12-4b92-88a9-bfebd15ee9d0,2026-02-10 16:44:58.264043-06:00,,True,2026-02-10 16:44:58.264043-06:00
soleilpropiedades.ventas@gmail.com,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,"La publicacón de venta - Unidad en Condominio Privado, Osa - ha sido aprobada",agency_post_approve,property,2b4df4e0-fa90-45a3-b89c-a5e93ec2ffb7,2025-08-02 16:44:58.264109-06:00,,True,2025-08-02 16:44:58.264109-06:00
concretusdesarrollos.ventas@gmail.com,6886adbc-deaf-4cdf-8204-6f552c628891,La publicacón de venta - Casa moderna en Paraíso Centro con vista a la montaña - ha sido aprobada,agency_post_approve,property,b57648a4-fbd3-4325-8abc-c0208c2922c3,2026-04-23 16:44:58.264168-06:00,,True,2026-04-23 16:44:58.264168-06:00
crhomes.ventas@gmail.com,96efd4d2-e8c2-40a3-89fa-7e6eda53c9e2,La publicacón de venta - Apto de 2 habitaciones en Osa - ha sido aprobada,agency_post_approve,property,215b9fa4-fbdf-4d4f-838c-cfab95f9343e,2026-02-01 16:44:58.264213-06:00,,True,2026-02-01 16:44:58.264213-06:00
soleilpropiedades.ventas@gmail.com,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,La publicacón de venta - Condominio Torres del Sol — Unidad C-269 - ha sido aprobada,agency_post_approve,property,d2745978-c5d2-4356-aa36-300d546d519a,2025-11-29 16:44:58.264281-06:00,,True,2025-11-29 16:44:58.264281-06:00
soleilpropiedades.ventas@gmail.com,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,"La publicacón de venta - Local comercial en San Isidro de El General, alto tráfico - ha sido aprobada",agency_post_approve,property,f447f61e-ea28-4fb9-92d7-0cc072688e43,2025-10-09 16:44:58.264338-06:00,,True,2025-10-09 16:44:58.264338-06:00
grupoaltamira.ventas@gmail.com,f45525cf-17b3-4d3c-87a5-d103d781cf92,"La publicacón de venta - Residencia de lujo en Limón, Limón - ha sido aprobada",agency_post_approve,property,a4a8638a-1d7e-473b-ac05-7ff8d0495efe,2026-05-31 16:44:58.264394-06:00,,True,2026-05-31 16:44:58.264394-06:00
terrahogar.ventas@gmail.com,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,"La publicacón de venta - Plaza comercial en Talamanca, Limón - ha sido aprobada",agency_post_approve,property,2e5236a7-60bf-48f1-9bce-ba29d286f2e4,2026-01-05 16:44:58.264457-06:00,,True,2026-01-05 16:44:58.264457-06:00
terrahogar.ventas@gmail.com,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,La publicacón de venta - Condo de 4 habitaciones en Atenas Centro - ha sido aprobada,agency_post_approve,property,1c074154-3ecd-4a13-906f-7e50476dfda1,2026-05-27 16:44:58.264517-06:00,,True,2026-05-27 16:44:58.264517-06:00
valleverdepropiedades.ventas@gmail.com,4805f37f-95d5-45fb-b201-99e2a734bd9e,"La publicacón de venta - Residencia de lujo en Heredia, Heredia - ha sido aprobada",agency_post_approve,property,9e62c61c-d746-4922-b430-acc1404570f9,2026-02-15 16:44:58.264581-06:00,,True,2026-02-15 16:44:58.264581-06:00
soleilpropiedades.ventas@gmail.com,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,La publicacón de venta - Casa moderna en Puerto Viejo de Talamanca con vista a la montaña - ha sido aprobada,agency_post_approve,property,912669d1-9d6b-4858-920a-291fc0c95a79,2026-03-12 16:44:58.264635-06:00,,True,2026-03-12 16:44:58.264635-06:00
grupoaltamira.ventas@gmail.com,f45525cf-17b3-4d3c-87a5-d103d781cf92,"La publicacón de venta - Apartamento ejecutivo en Santo Domingo Centro, piso 26 - ha sido aprobada",agency_post_approve,property,f2887f53-793b-47da-ae05-b2218bbbd0c0,2025-08-06 16:44:58.264702-06:00,,True,2025-08-06 16:44:58.264702-06:00
terrahogar.ventas@gmail.com,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,La publicacón de venta - Oficina ejecutiva en Puerto Viejo de Talamanca - ha sido aprobada,agency_post_approve,property,c2cb3a27-cc3b-41ed-9b29-b9df8a63bd98,2025-07-24 16:44:58.264771-06:00,,True,2025-07-24 16:44:58.264771-06:00
grupoaltamira.ventas@gmail.com,f45525cf-17b3-4d3c-87a5-d103d781cf92,La publicacón de venta - Apartamento moderno con balcón en Santo Domingo Centro - ha sido aprobada,agency_post_approve,property,f4b2a723-d976-478c-932f-25906f0e70bc,2026-05-05 16:44:58.264819-06:00,,True,2026-05-05 16:44:58.264819-06:00
grupoaltamira.ventas@gmail.com,f45525cf-17b3-4d3c-87a5-d103d781cf92,"La publicacón de venta - Casa de 3 habitaciones en Santo Domingo, Heredia - ha sido aprobada",agency_post_approve,property,7fe28e2b-1091-440c-9dd5-921eb4bdaf10,2026-07-09 16:44:58.264874-06:00,,True,2026-07-09 16:44:58.264874-06:00
grupoaltamira.ventas@gmail.com,f45525cf-17b3-4d3c-87a5-d103d781cf92,"La publicacón de venta - Residencia de lujo en San José, San José - ha sido aprobada",agency_post_approve,property,b4d0bd04-1a84-4d86-84b7-c827e93fb3fc,2026-06-04 16:44:58.264927-06:00,,True,2026-06-04 16:44:58.264927-06:00
crhomes.ventas@gmail.com,96efd4d2-e8c2-40a3-89fa-7e6eda53c9e2,"La publicacón de venta - Lote plano en urbanización, Tres Ríos - ha sido aprobada",agency_post_approve,property,145696d2-195b-4fda-bc3e-f1109261bda3,2025-12-26 16:44:58.264990-06:00,,True,2025-12-26 16:44:58.264990-06:00
valleverdepropiedades.ventas@gmail.com,4805f37f-95d5-45fb-b201-99e2a734bd9e,La publicacón de venta - Penthouse en San José con vista panorámica - ha sido aprobada,agency_post_approve,property,0446503d-f891-4ed5-a1ae-e4d01c250f7b,2025-12-25 16:44:58.265035-06:00,,True,2025-12-25 16:44:58.265035-06:00
costaliving.ventas@gmail.com,4b03c34a-2ec7-42e8-a496-8763f64b8bda,La publicacón de venta - Casa de campo con jardín en Santa Cruz - ha sido aprobada,agency_post_approve,property,2be93dab-642f-4bb4-9c9d-bbc5f2ffc146,2026-06-11 16:44:58.265108-06:00,,True,2026-06-11 16:44:58.265108-06:00
crhomes.ventas@gmail.com,96efd4d2-e8c2-40a3-89fa-7e6eda53c9e2,La publicacón de venta - Condominio Torres del Sol — Unidad C-107 - ha sido aprobada,agency_post_approve,property,6ed1d15e-a0e5-4bd6-91f8-0f6a58cffe06,2025-12-22 16:44:58.265157-06:00,,True,2025-12-22 16:44:58.265157-06:00
soleilpropiedades.ventas@gmail.com,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,La publicacón de venta - Lote residencial de 3507.13m² en Flamingo - ha sido aprobada,agency_post_approve,property,91b2081e-f471-4e4e-844d-b5357bf59ad0,2026-06-10 16:44:58.265225-06:00,,True,2026-06-10 16:44:58.265225-06:00
soleilpropiedades.ventas@gmail.com,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,La publicacón de venta - Apto de 4 habitaciones en Pérez Zeledón - ha sido aprobada,agency_post_approve,property,18d92760-8854-4dec-80c2-0896c785684d,2025-12-15 16:44:58.265296-06:00,,True,2025-12-15 16:44:58.265296-06:00
